,Unnamed: 0,accommodates,availability_30,bathrooms,bed_type,bedrooms,beds,calculated_host_listings_count,cancellation_policy,guests_included,has_availability,host_is_superhost,host_listings_count,instant_bookable,latitude(North),longitude(East),maximum_nights,number_of_reviews,property_type,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_rating,review_scores_value,room_type,price,amenities__Dryer,amenities__Other_pet(s),amenities__Carbon_Monoxide_Detector,amenities__,amenities__Iron,amenities__Elevator_in_Building,amenities__Cable_TV,amenities__Heating,amenities__Shampoo,amenities__Wireless_Internet,amenities__Dog(s),amenities__Doorman,amenities__24-Hour_Check-in,amenities__TV,amenities__First_Aid_Kit,amenities__Pets_live_on_this_property,amenities__Essentials,amenities__Laptop_Friendly_Workspace,amenities__Hair_Dryer,amenities__Gym,amenities__Safety_Card,amenities__Pool,amenities__Internet,amenities__Kitchen,amenities__Pets_Allowed,amenities__Buzzer/Wireless_Intercom,amenities__Breakfast,amenities__Washer_/_Dryer,amenities__Suitable_for_Events,amenities__Free_Parking_on_Premises,amenities__Lock_on_Bedroom_Door,amenities__Washer,amenities__Hot_Tub,amenities__Cat(s),amenities__Air_Conditioning,amenities__Indoor_Fireplace,amenities__Smoke_Detector,amenities__Wheelchair_Accessible,amenities__Family/Kid_Friendly,amenities__Fire_Extinguisher,amenities__Hangers,amenities__Smoking_Allowed,Cluster_Lon_Lat
2450,2450,4,21,1,Real Bed,2,3,7,strict,1,t,f,339,f,22.60203199,114.214009,1125,3,House,10,6,8,60,8,Entire home/apt,799,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,2
2451,2451,10,12,1,Real Bed,2,5,3,moderate,2,t,f,3,f,22.60580545,114.2122814,1125,7,House,10,10,10,91,9,Entire home/apt,90,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,2
2452,2452,4,30,1,Real Bed,1,2,1,strict,2,t,f,1,f,22.59122899,114.2179199,1125,2,Loft,10,10,10,100,10,Entire home/apt,175,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2
2453,2453,9,11,2,Real Bed,3,3,2,flexible,1,t,t,3,t,22.60782411,114.2235256,1125,26,House,10,10,9,97,9,Entire home/apt,245,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,2
2454,2454,6,29,1,Real Bed,2,3,1,moderate,2,t,f,1,f,22.60771556,114.2341463,1125,19,House,10,10,9,96,9,Entire home/apt,250,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0
2455,2455,4,13,2,Real Bed,2,2,2,strict,2,t,f,2,f,22.61861437,114.2297586,5,12,House,10,9,7,85,8,Entire home/apt,175,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0
2456,2456,2,23,1,Real Bed,0,1,1,moderate,1,t,t,1,f,22.61225783,114.2277824,10,27,House,10,10,10,100,10,Entire home/apt,125,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
2457,2457,14,14,3,Real Bed,4,7,1,strict,1,t,f,1,f,22.59837007,114.2195919,30,3,House,9,9,8,87,7,Entire home/apt,945,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,2
2458,2458,4,30,1,Real Bed,2,2,1,flexible,4,t,f,1,f,22.61514872,114.2416751,1125,2,House,10,10,9,100,9,Entire home/apt,340,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0
2459,2459,4,21,1,Real Bed,1,2,1,strict,4,t,f,1,f,22.59178708,114.21977,10,9,Apartment,9,9,9,91,9,Entire home/apt,95,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,2
2460,2460,5,26,1,Real Bed,2,2,2,strict,4,t,f,2,f,22.60979914,114.2136932,12,2,House,10,10,10,100,9,Entire home/apt,250,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,2
2461,2461,8,5,2,Real Bed,3,3,8,strict,6,t,f,9,f,22.5987625,114.2212543,1125,125,House,10,10,9,98,10,Entire home/apt,200,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,2
2462,2462,2,28,1,Real Bed,1,1,1,moderate,2,t,f,1,f,22.61416269,114.2205136,60,0,House,10,10,9,96,9,Entire home/apt,300,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0
2463,2463,2,4,1,Real Bed,1,1,1,strict,1,t,t,1,f,22.60794536,114.2251893,20,17,House,10,10,10,100,10,Private room,58,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,2
2464,2464,4,8,1,Real Bed,1,1,8,strict,2,t,f,9,f,22.59577592,114.2194418,1125,144,House,10,10,9,98,10,Entire home/apt,80,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,2
2465,2465,8,30,2,Real Bed,3,3,1,strict,1,t,f,1,f,22.61409082,114.2130756,18,1,House,8,6,6,80,6,Entire home/apt,700,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,2
2466,2466,3,0,1,Real Bed,1,1,1,moderate,2,t,f,1,f,22.60993516,114.2196389,1125,19,House,10,10,10,98,10,Private room,70,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,2
2467,2467,5,9,2,Real Bed,2,2,2,strict,4,t,f,2,f,22.61579244,114.2305791,10,3,House,10,10,10,100,10,Entire home/apt,100,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0
2468,2468,2,12,1,Real Bed,0,1,1,strict,2,t,t,1,f,22.59456051,114.2219068,1125,68,House,10,10,9,97,10,Entire home/apt,100,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,2
2469,2469,8,13,2,Real Bed,4,5,8,strict,6,t,f,9,f,22.59656624,114.2145006,1125,19,House,10,10,9,99,10,Entire home/apt,200,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,2
2470,2470,3,3,1,Real Bed,1,1,1,moderate,1,t,f,1,f,22.61527566,114.215723,40,8,Apartment,10,10,9,100,9,Entire home/apt,79,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2
2471,2471,2,28,1,Real Bed,1,1,8,strict,2,t,f,8,f,22.60129101,114.2365334,1125,7,House,9,9,9,100,9,Private room,79,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
2472,2472,2,30,1,Real Bed,1,2,1,flexible,1,t,f,1,f,22.71352805,114.0991437,1125,0,House,10,10,10,100,10,Private room,250,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,3
2473,2473,2,30,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.69889727,114.1484983,4,0,Apartment,9,8,9,91,9,Private room,275,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,8
2474,2474,4,20,1,Real Bed,2,2,1,moderate,2,t,f,1,f,22.69841442,114.0914042,7,40,House,10,10,10,94,10,Entire home/apt,90,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,3
2475,2475,5,0,2,Real Bed,2,2,1,strict,2,t,f,1,f,22.72931942,114.1049984,1125,2,Apartment,10,10,10,100,10,Entire home/apt,70,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,3
2476,2476,6,30,2,Real Bed,3,3,1,flexible,1,t,f,1,f,22.70022309,114.1412279,1125,0,House,10,10,10,100,10,Entire home/apt,495,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,8
2477,2477,8,29,3,Real Bed,4,4,1,flexible,1,t,f,1,f,22.71817096,114.0902789,1125,0,House,6,6,8,80,8,Entire home/apt,650,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,3
2478,2478,2,0,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.68015357,114.1247324,1125,0,Apartment,10,10,9,92,9,Entire home/apt,400,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2479,2479,14,19,3,Real Bed,6,10,7,strict,1,t,f,339,f,22.69334049,114.1061586,165,2,House,10,10,10,100,10,Entire home/apt,1200,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,3
2480,2480,12,30,5,Real Bed,5,5,1,moderate,1,t,f,1,f,22.67393337,114.1205161,7,0,House,10,9,9,96,10,Entire home/apt,2000,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,3
2481,2481,2,0,2,Real Bed,2,2,1,flexible,1,t,f,1,f,22.69722502,114.147491,1125,2,Apartment,10,10,10,100,10,Entire home/apt,60,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,8
2482,2482,3,15,1,Real Bed,1,2,1,flexible,4,t,f,1,f,22.69852084,114.1484821,1125,1,Apartment,10,10,8,80,6,Private room,120,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,8
2483,2483,6,8,2,Real Bed,2,2,2,flexible,1,t,f,2,f,22.70974974,114.1386635,1125,0,Apartment,10,10,8,95,8,Entire home/apt,200,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,8
2484,2484,4,30,1,Real Bed,2,2,1,flexible,1,t,f,1,f,22.69679598,114.1477003,14,0,Apartment,10,10,9,93,9,Entire home/apt,350,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2485,2485,2,20,1,Real Bed,1,1,2,flexible,1,t,f,2,f,22.71160856,114.1392887,1125,0,Apartment,10,10,10,100,10,Private room,125,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,8
2486,2486,14,21,5,Real Bed,4,7,7,flexible,1,t,f,339,f,22.69577054,114.0877014,165,0,House,6,6,7,60,6,Entire home/apt,1099,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,3
2487,2487,10,0,3,Real Bed,4,5,1,flexible,1,t,f,1,f,22.7006497,114.1449057,1125,0,House,10,10,10,100,9,Entire home/apt,1000,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,8
2488,2488,4,12,2,Real Bed,2,2,1,flexible,1,t,f,1,f,22.6977335,114.148411,1125,0,Apartment,9,9,9,80,8,Entire home/apt,300,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,8
2489,2489,2,27,1,Real Bed,1,1,1,moderate,1,t,f,1,f,22.71020842,114.1406408,1125,0,Apartment,10,10,10,93,8,Private room,43,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,8
2490,2490,10,30,5,Real Bed,6,5,1,strict,1,t,f,1,f,22.71726903,114.1373064,7,1,House,10,10,10,100,10,Entire home/apt,1500,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,8
2491,2491,4,0,2,Real Bed,2,2,1,flexible,2,t,f,1,f,22.74111154,114.0916008,1125,0,Apartment,10,10,10,99,6,Entire home/apt,75,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,3
2492,2492,2,5,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.69636575,114.1924124,1125,15,Apartment,10,10,10,97,10,Entire home/apt,62,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,4
2493,2493,2,28,1,Real Bed,1,2,3,strict,1,t,f,3,f,22.68709053,114.1906947,1125,1,Apartment,6,10,10,80,10,Private room,35,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,4
2494,2494,4,0,2,Real Bed,2,1,1,flexible,1,t,f,1,f,22.69726365,114.1956632,1125,1,Apartment,10,10,10,100,10,Entire home/apt,100,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,4
2495,2495,4,30,1,Real Bed,2,2,1,moderate,1,t,f,1,t,22.69735269,114.1894321,7,0,Apartment,10,10,9,97,10,Entire home/apt,400,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,4
2496,2496,2,0,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.68095031,114.171031,20,1,House,10,10,10,100,10,Private room,85,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,4
2497,2497,4,0,1,Real Bed,2,2,1,flexible,1,t,f,1,f,22.69591163,114.1927199,1125,2,Apartment,10,10,10,100,10,Entire home/apt,130,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,4
2498,2498,2,29,1,Real Bed,1,1,2,moderate,1,t,f,2,f,22.67763624,114.1789301,1125,1,House,10,8,10,100,10,Private room,85,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,4
2499,2499,10,30,2,Real Bed,4,5,1,strict,1,t,f,1,f,22.68375741,114.1814475,1125,13,House,10,9,9,93,9,Entire home/apt,1299,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,4
2500,2500,10,30,2,Real Bed,4,5,1,strict,0,t,f,1,f,22.68226078,114.181669,1125,2,House,9,9,8,80,9,Entire home/apt,125,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,4
2501,2501,1,29,1,Real Bed,1,1,1,moderate,1,t,f,1,f,22.69019325,114.1872566,1125,0,House,10,10,10,100,10,Private room,80,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,4
2502,2502,6,22,3,Real Bed,4,5,1,strict,1,t,t,1,f,22.66206372,114.1683505,21,12,House,10,10,10,100,10,Entire home/apt,425,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,5
2503,2503,9,9,3,Real Bed,4,7,2,strict,1,t,t,2,f,22.68965145,114.1748698,1125,21,House,10,10,10,97,10,Entire home/apt,394,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,4
2504,2504,4,0,2,Real Bed,2,2,1,strict,1,t,f,1,f,22.68412506,114.172078,15,0,Apartment,10,10,10,100,10,Entire home/apt,250,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,4
2505,2505,8,22,2,Real Bed,3,3,2,strict,1,t,f,301,f,22.6652058,114.188859,1125,0,House,10,10,9,97,9,Entire home/apt,699,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,4
2506,2506,6,0,2,Real Bed,3,4,1,flexible,1,t,f,1,f,22.6685036,114.1890872,3,0,House,9,9,8,93,8,Entire home/apt,2000,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,4
2507,2507,2,3,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.64949132,114.1890133,1125,4,House,10,10,10,95,10,Private room,49,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,5
2508,2508,2,26,1,Real Bed,1,1,2,moderate,1,t,f,2,t,22.68627118,114.1901705,1125,19,Condominium,9,9,10,91,10,Private room,59,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,4
2509,2509,16,26,5,Real Bed,7,13,1,strict,1,t,f,1,t,22.69114516,114.1709747,1125,0,House,6,6,8,80,5,Entire home/apt,950,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,4
2510,2510,2,14,1,Real Bed,1,1,1,moderate,2,t,t,1,f,22.65391033,114.1922955,14,176,Other,10,10,10,97,10,Entire home/apt,94,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,4
2511,2511,6,14,1,Real Bed,2,2,1,flexible,6,t,f,1,f,22.65922164,114.1934891,7,1,House,10,10,10,100,10,Entire home/apt,200,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,4
2512,2512,2,28,1,Real Bed,1,2,1,flexible,2,t,t,1,t,22.66591813,114.1777165,15,45,House,10,10,10,98,10,Private room,96,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,4
2513,2513,3,29,1,Real Bed,1,1,3,strict,1,t,f,3,f,22.68739639,114.19095,1125,0,Apartment,10,10,10,100,10,Private room,48,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,4
2514,2514,4,22,1,Real Bed,1,2,1,moderate,4,t,t,1,f,22.64957288,114.1913411,7,21,House,10,10,10,99,10,Entire home/apt,160,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,5
2515,2515,8,28,1,Real Bed,3,4,2,strict,4,t,f,2,f,22.65093065,114.1883109,180,2,House,10,10,8,60,7,Entire home/apt,143,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,5
2516,2516,6,0,3,Real Bed,3,5,1,flexible,1,t,f,1,f,22.65699498,114.1731266,1125,0,House,10,10,9,98,10,Entire home/apt,995,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,5
2517,2517,4,0,2,Real Bed,4,4,1,flexible,1,t,f,1,f,22.66173545,114.1926554,1125,0,House,10,10,10,100,9,Entire home/apt,500,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,4
2518,2518,4,0,1,Real Bed,2,2,2,flexible,1,t,f,2,t,22.68477992,114.1897016,1125,0,Condominium,10,10,10,100,10,Entire home/apt,300,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4
2519,2519,6,30,2,Real Bed,3,3,1,flexible,1,t,f,1,f,22.68911959,114.1877852,1125,0,House,10,10,10,97,9,Entire home/apt,375,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,4
2520,2520,6,30,2,Real Bed,3,3,1,strict,1,t,f,1,f,22.69264181,114.1852072,1125,1,Condominium,10,10,10,100,10,Entire home/apt,277,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,4
2521,2521,2,15,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.66899011,114.1817494,1125,3,House,10,9,10,90,8,Private room,90,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,4
2522,2522,10,28,4,Real Bed,5,6,1,strict,1,t,f,1,f,22.65855443,114.1736568,30,2,House,9,9,9,90,8,Entire home/apt,750,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,5
2523,2523,2,0,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.68890637,114.1904161,1125,0,Condominium,10,10,10,100,10,Shared room,55,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,4
2524,2524,4,25,1,Real Bed,1,2,7,strict,1,t,f,339,f,22.71181565,114.1719033,165,0,House,10,10,10,100,10,Entire home/apt,351,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,8
2525,2525,10,30,2,Real Bed,4,4,1,flexible,1,t,f,1,f,22.68783843,114.1747039,1125,1,House,10,10,6,100,8,Entire home/apt,600,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,4
2526,2526,12,25,6,Real Bed,6,7,1,moderate,1,t,f,1,f,22.65746269,114.1685341,1125,10,House,10,9,10,96,9,Entire home/apt,2500,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,5
2527,2527,9,30,5,Real Bed,4,6,2,strict,0,t,f,2,f,22.65653089,114.1679803,1125,0,House,10,10,8,100,9,Entire home/apt,1500,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,5
2528,2528,2,26,2,Real Bed,1,1,2,strict,1,t,t,2,f,22.68760721,114.174024,1125,0,House,10,10,10,100,10,Private room,90,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,4
2529,2529,2,0,1,Real Bed,1,1,1,strict,1,t,f,1,f,22.71370961,114.1826063,1125,0,Townhouse,9,9,9,87,9,Private room,45,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,8
2530,2530,1,30,1,Real Bed,1,1,2,flexible,1,t,t,2,t,22.7025966,114.1774025,1125,8,House,10,10,10,98,10,Private room,70,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,4
2531,2531,2,30,1,Real Bed,1,2,2,flexible,1,t,t,2,t,22.70116695,114.1763508,1125,8,House,10,10,10,100,10,Private room,88,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,4
